Latitude,Longitude,Elevation
-34.1690800,18.38054000,277.0
-34.1689300,18.38029000,281.0
-34.1688200,18.38007000,283.0
-34.1686900,18.37984000,283.0
-34.1685600,18.37958000,282.0
-34.1684500,18.37936000,282.0
-34.1683900,18.37929000,283.0
-34.1682700,18.37906000,284.0
-34.1681700,18.37889000,284.0
-34.1680400,18.37875000,285.0
-34.1679900,18.37852000,283.0
-34.1679700,18.37847000,283.0
-34.1678600,18.37826000,283.0
-34.1677200,18.37807000,284.0
-34.1675900,18.37792000,285.0
-34.1674600,18.37773000,286.0
-34.1673200,18.37751000,286.0
-34.1671300,18.37730000,286.0
-34.1669900,18.37706000,285.0
-34.1668400,18.37685000,283.0
-34.1667000,18.37662000,281.0
-34.1665900,18.37640000,282.0
-34.1664900,18.37620000,281.0
-34.1663800,18.37598000,279.0
-34.1662600,18.37575000,277.0
-34.1660700,18.37557000,276.0
-34.1659000,18.37538000,276.0
-34.1656700,18.37517000,276.0
-34.1655700,18.37507000,274.0
-34.1655000,18.37496000,273.0
-34.1653200,18.37476000,272.0
-34.1651800,18.37456000,271.0
-34.1651100,18.37446000,270.0
-34.1649900,18.37430000,268.0
-34.1649700,18.37425000,268.0
-34.1649700,18.37411000,266.0
-34.1649800,18.37404000,266.0
-34.1649900,18.37399000,265.0
-34.1650300,18.37395000,265.0
-34.1651000,18.37390000,263.0
-34.1651400,18.37366000,263.0
-34.1652100,18.37361000,261.0
-34.1652800,18.37361000,260.0
-34.1654200,18.37360000,258.0
-34.1654600,18.37358000,258.0
-34.1655300,18.37336000,258.0
-34.1656200,18.37314000,256.0
-34.1656900,18.37293000,254.0
-34.1657600,18.37274000,251.0
-34.1658200,18.37254000,247.0
-34.1658500,18.37246000,246.0
-34.1658600,18.37237000,244.0
-34.1658700,18.37233000,243.0
-34.1658800,18.37215000,240.0
-34.1658900,18.37198000,237.0
-34.1659100,18.37194000,236.0
-34.1659700,18.37180000,234.0
-34.1659800,18.37167000,232.0
-34.1660100,18.37156000,231.0
-34.1660800,18.37138000,229.0
-34.1661100,18.37117000,227.0
-34.1661600,18.37102000,225.0
-34.1661700,18.37097000,225.0
-34.1662100,18.37085000,224.0
-34.1662800,18.37075000,222.0
-34.1663200,18.37066000,220.0
-34.1663300,18.37060000,219.0
-34.1663500,18.37052000,218.0
-34.1663500,18.37035000,216.0
-34.1663700,18.37024000,215.0
-34.1663800,18.37021000,215.0
-34.1664000,18.37006000,212.0
-34.1664300,18.36994000,211.0
-34.1664400,18.36982000,210.0
-34.1664300,18.36972000,209.0
-34.1664300,18.36962000,209.0
-34.1664100,18.36958000,209.0
-34.1663700,18.36941000,208.0
-34.1663700,18.36916000,208.0
-34.1663700,18.36909000,208.0
-34.1663600,18.36891000,211.0
-34.1663400,18.36881000,211.0
-34.1662800,18.36874000,210.0
-34.1662300,18.36861000,210.0
-34.1662300,18.36851000,211.0
-34.1662100,18.36843000,211.0
-34.1662200,18.36836000,212.0
-34.1662200,18.36832000,212.0
-34.1662100,18.36826000,212.0
-34.1662200,18.36821000,213.0
-34.1662000,18.36808000,213.0
-34.1662000,18.36802000,213.0
-34.1662000,18.36789000,214.0
-34.1661900,18.36781000,214.0
-34.1661500,18.36773000,213.0
-34.1661200,18.36754000,214.0
-34.1660700,18.36737000,214.0
-34.1660500,18.36733000,214.0
-34.1659800,18.36724000,213.0
-34.1659400,18.36718000,213.0
-34.1659200,18.36715000,213.0
-34.1658800,18.36697000,213.0
-34.1658800,18.36680000,214.0
-34.1658700,18.36672000,215.0
-34.1658700,18.36666000,215.0
-34.1658600,18.36661000,215.0
-34.1658300,18.36653000,215.0
-34.1658200,18.36649000,215.0
-34.1658200,18.36636000,217.0
-34.1658000,18.36626000,217.0
-34.1657500,18.36611000,218.0
-34.1657300,18.36604000,218.0
-34.1657200,18.36598000,219.0
-34.1657300,18.36591000,219.0
-34.1657200,18.36580000,220.0
-34.1657300,18.36572000,221.0
-34.1657400,18.36564000,222.0
-34.1657500,18.36561000,222.0
-34.1657700,18.36545000,225.0
-34.1657800,18.36538000,226.0
-34.1657800,18.36528000,228.0
-34.1657900,18.36518000,229.0
-34.1657800,18.36507000,230.0
-34.1657700,18.36495000,231.0
-34.1657500,18.36486000,232.0
-34.1657300,18.36482000,232.0
-34.1656900,18.36467000,232.0
-34.1656700,18.36453000,232.0
-34.1656600,18.36444000,232.0
-34.1656300,18.36441000,232.0
-34.1655900,18.36429000,231.0
-34.1655200,18.36412000,231.0
-34.1655100,18.36393000,231.0
-34.1655000,18.36390000,231.0
-34.1654900,18.36380000,231.0
-34.1654800,18.36364000,233.0
-34.1654600,18.36355000,232.0
-34.1654200,18.36342000,231.0
-34.1654000,18.36339000,231.0
-34.1653800,18.36336000,230.0
-34.1653000,18.36331000,228.0
-34.1652400,18.36328000,227.0
-34.1651600,18.36322000,225.0
-34.1650600,18.36317000,222.0
-34.1650400,18.36313000,221.0
-34.1650200,18.36310000,221.0
-34.1650000,18.36300000,221.0
-34.1649000,18.36289000,219.0
-34.1648400,18.36278000,218.0
-34.1648300,18.36275000,218.0
-34.1648100,18.36266000,217.0
-34.1647200,18.36259000,215.0
-34.1646600,18.36252000,214.0
-34.1646400,18.36250000,214.0
-34.1645700,18.36243000,213.0
-34.1644300,18.36234000,212.0
-34.1643500,18.36220000,211.0
-34.1642800,18.36207000,210.0
-34.1642400,18.36196000,210.0
-34.1642000,18.36179000,209.0
-34.1641500,18.36163000,208.0
-34.1641300,18.36151000,209.0
-34.1641200,18.36147000,209.0
-34.1641100,18.36138000,210.0
-34.1641000,18.36128000,211.0
-34.1640300,18.36116000,211.0
-34.1640100,18.36111000,211.0
-34.1639500,18.36103000,211.0
-34.1639100,18.36098000,211.0
-34.1638700,18.36092000,211.0
-34.1638500,18.36090000,210.0
-34.1638300,18.36085000,211.0
-34.1638300,18.36079000,211.0
-34.1638200,18.36068000,212.0
-34.1638100,18.36056000,213.0
-34.1638000,18.36050000,213.0
-34.1637800,18.36033000,213.0
-34.1637700,18.36020000,213.0
-34.1637700,18.36009000,212.0
-34.1637700,18.36002000,212.0
-34.1637700,18.35994000,211.0
-34.1638100,18.35986000,212.0
-34.1638800,18.35976000,213.0
-34.1638900,18.35964000,214.0
-34.1639000,18.35951000,215.0
-34.1638800,18.35931000,217.0
-34.1638600,18.35924000,217.0
-34.1638500,18.35915000,218.0
-34.1638100,18.35900000,219.0
-34.1637900,18.35895000,219.0
-34.1637300,18.35882000,219.0
-34.1636400,18.35865000,220.0
-34.1635400,18.35862000,217.0
-34.1634600,18.35856000,216.0
-34.1633900,18.35852000,214.0
-34.1633300,18.35849000,212.0
-34.1632600,18.35843000,211.0
-34.1632000,18.35840000,210.0
-34.1631300,18.35840000,208.0
-34.1630400,18.35840000,205.0
-34.1630100,18.35838000,204.0
-34.1628800,18.35835000,201.0
-34.1628200,18.35834000,200.0
-34.1627300,18.35822000,200.0
-34.1626800,18.35812000,200.0
-34.1626200,18.35801000,199.0
-34.1625900,18.35797000,199.0
-34.1625800,18.35791000,199.0
-34.1625700,18.35776000,200.0
-34.1625600,18.35761000,203.0
-34.1625400,18.35747000,205.0
-34.1625300,18.35742000,205.0
-34.1624800,18.35730000,205.0
-34.1624200,18.35720000,204.0
-34.1623800,18.35717000,204.0
-34.1622900,18.35704000,202.0
-34.1622600,18.35701000,202.0
-34.1622200,18.35686000,201.0
-34.1621700,18.35673000,199.0
-34.1621700,18.35669000,199.0
-34.1621500,18.35666000,198.0
-34.1621800,18.35664000,199.0
-34.1621900,18.35648000,199.0
-34.1621900,18.35637000,199.0
-34.1621900,18.35620000,199.0
-34.1621800,18.35613000,198.0
-34.1621600,18.35605000,198.0
-34.1621600,18.35601000,198.0
-34.1621400,18.35586000,198.0
-34.1621300,18.35569000,198.0
-34.1621200,18.35565000,198.0
-34.1621200,18.35561000,198.0
-34.1621100,18.35544000,198.0
-34.1621100,18.35528000,198.0
-34.1621100,18.35522000,198.0
-34.1621000,18.35517000,198.0
-34.1620800,18.35504000,196.0
-34.1620700,18.35500000,196.0
-34.1620400,18.35496000,195.0
-34.1619600,18.35487000,192.0
-34.1619100,18.35481000,191.0
-34.1618600,18.35474000,189.0
-34.1618200,18.35460000,188.0
-34.1617700,18.35450000,186.0
-34.1617100,18.35439000,184.0
-34.1616700,18.35421000,182.0
-34.1616400,18.35403000,181.0
-34.1616300,18.35388000,180.0
-34.1616100,18.35384000,180.0
-34.1615400,18.35361000,177.0
-34.1615200,18.35345000,177.0
-34.1615000,18.35328000,177.0
-34.1614900,18.35310000,177.0
-34.1614900,18.35295000,176.0
-34.1615100,18.35280000,175.0
-34.1615200,18.35272000,174.0
-34.1615600,18.35259000,173.0
-34.1615700,18.35248000,171.0
-34.1615700,18.35234000,169.0
-34.1615600,18.35226000,168.0
-34.1615400,18.35217000,166.0
-34.1615100,18.35206000,164.0
-34.1614200,18.35200000,161.0
-34.1613400,18.35197000,159.0
-34.1612900,18.35197000,158.0
-34.1612200,18.35196000,156.0
-34.1611900,18.35195000,155.0
-34.1611600,18.35197000,155.0
-34.1611700,18.35194000,155.0
-34.1610900,18.35186000,152.0
-34.1610300,18.35172000,149.0
-34.1609900,18.35167000,147.0
-34.1609700,18.35164000,147.0
-34.1609400,18.35158000,146.0
-34.1609200,18.35137000,143.0
-34.1608900,18.35131000,142.0
-34.1608800,18.35118000,140.0
-34.1608600,18.35107000,139.0
-34.1607700,18.35101000,137.0
-34.1607500,18.35089000,136.0
-34.1607500,18.35082000,135.0
-34.1607800,18.35071000,135.0
-34.1607600,18.35068000,134.0
-34.1607100,18.35057000,132.0
-34.1606700,18.35049000,131.0
-34.1606500,18.35046000,130.0
-34.1606100,18.35039000,128.0
-34.1605500,18.35031000,126.0
-34.1605100,18.35027000,125.0
-34.1604600,18.35018000,123.0
-34.1604300,18.35010000,121.0
-34.1603800,18.35003000,120.0
-34.1603600,18.34998000,119.0
-34.1602600,18.34988000,117.0
-34.1602000,18.34982000,116.0
-34.1601400,18.34968000,115.0
-34.1601100,18.34955000,113.0
