"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-01",,"60","81","46"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-02",,"60","81","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-03",,"64","83","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-04",,"57","83","55"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-05",,"57","65","52"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-06",,"60","74","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-07",,"60","76","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-10","0.08","56","72","51"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-11",,"56","67","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-12",,"54","67","43"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-13",,"55","74","41"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-14",,"54","74","40"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-15",,"53","72","41"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-16",,"59","76","46"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-17",,"53","76","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-18",,"57","67","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-19",,"61","74","51"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-20",,"60","74","48"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-21",,"56","71","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-22",,"56","70","42"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-23",,"62","74","50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-24",,"60","79","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-25",,"63","80","52"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-26",,"64","83","46"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-27",,"71","83","63"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-28",,"64","83","54"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-29",,"55","80","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-07-30",,"54","68","40"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-01",,"57","74","40"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-02",,"55","74","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-03",,"57","71","43"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-04",,"56","71","43"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-05","0.02","58","69","51"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-06","0.00","62","74","48"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-07",,"66","80","55"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-08",,"68","83","56"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-09","0.24","55","83","51"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-10","0.16","51","58","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-11","0.02","61","71","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-12","0.01","57","71","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-13","0.00","60","80","43"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-14",,"64","80","52"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-15",,"58","79","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-16",,"61","78","50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-17",,"69","82","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2013-08-18",,"63","82","54"
