"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-03-30","0.00",,"66","80","56"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-03-31",,,"68","79","58"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-01",,,"69","87","56"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-06",,,"59","72","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-07",,,"57","72","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-10",,,"55","70","44"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-15","0.02",,"63","72","58"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-16","0.00",,"55","69","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-24","0.24",,"60","75","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-25","0.01",,"59","75","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-26","0.00",,"62","80","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-27",,,"53","80","43"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-28",,,"54","71","40"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-29",,,"62","82","41"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-04-30",,,"59","82","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-01",,,"67","86","58"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-02",,,"64","86","54"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-03",,,"65","83","48"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-04",,,"66","85","50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-05",,,"61","85","54"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-06",,,"56","72","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-07",,,"60","77","46"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-08",,,"63","80","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-09",,,"67","80","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-10",,,"62","80","50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-11",,,"55","74","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-12","0.01",,"55","72","43"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-13","0.00",,"55","72","40"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-14",,,"57","71","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-15",,,"59","77","44"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-16",,,"65","79","54"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-17",,,"56","79","50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-18",,,"52","67","42"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-19",,,"58","74","44"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-20",,,"61","74","46"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-21",,,"59","74","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-22",,,"57","70","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-23",,,"62","77","52"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-24",,,"60","79","44"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-25",,,"65","82","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-26",,,"61","82","44"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-27",,,"61","80","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-28",,,"70","81","50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-29",,,"66","82","52"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-30",,,"68","82","55"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-05-31",,,"60","82","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-01",,,"71","83","55"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-02",,,"60","83","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-03",,,"65","80","46"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-04",,,"68","81","59"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-05",,,"65","81","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-06",,,"45",,"37"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-07",,,"48","63","32"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-08",,,"54","72",
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-09",,,"58","78","39"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-10",,,"57","78","48"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-11",,,"52","67","41"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-12",,,"47","69","33"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-13",,,"51","69","33"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-14",,,"56","76","34"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-15",,,"65","76","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-16",,,"53","76","37"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-17",,,"56","68","46"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-19",,,"60","78","50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-20",,,"52","74","31"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-21",,,"52","68","35"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-22",,,"52","76","38"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-23",,,"58","78",
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-24",,,"53","78","36"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-25",,,"57","74","38"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-26",,,"62","76","52"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-27",,,"55","76","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-28","0.01",,"55","69","51"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-29","0.03",,"59","74","44"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2014-06-30","0.00",,"59","76","45"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-01","0.12",,"66","71","62"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-02","0.43",,"51","53","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-03","0.00",,"48","51","43"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-04","0.00",,"51","57","45"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-05","0.00",,"61","65","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-07",,,"64","70","58"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-09",,,"59","67","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-10",,,"63","68","58"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-13",,,"61","66","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-15",,,"57","62","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-16",,,"60","66","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-17","0.12",,"63","68","58"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-18","1.50",,"62","68","57"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-19","0.03",,"61","66","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-21","0.39",,"54","73","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-22","0.08",,"50","59",
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-23","0.31",,"59","65","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-25",,,"65","73","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-26","0.20",,"61","73","56"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-27","0.04",,"57","64","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-28","0.04",,"58","63","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-29","0.00",,"59","67","57"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-30","0.00",,"59","67","58"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-01-31","0.67",,"54","61","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-01","0.00",,"63","70","57"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-02",,,"63","67","56"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-03",,,"53","67","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-04",,,"51","61","48"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-06","0.02",,"54","60","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-07","0.00",,"55","64","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-08","1.10",,"58","63","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-09","0.04",,"60","67","56"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-10","0.35",,"60","65","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-11","0.00",,"56","65","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-12",,,"57","64","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-13",,,"61","64","56"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-14","0.71",,"55","67","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-15","0.00",,"60","68","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-16","0.43",,"53","68","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-17","0.00",,"55","61","47"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-18","0.28",,"50","61","47"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-19","0.00",,"51","59","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-20","0.02",,"56","70","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-21","0.00",,"56","63","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-22","1.77",,"55","58","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-23","0.03",,"56","67","47"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-24","0.00",,"64","69","58"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-25","0.20",,"65","74","60"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-26","0.08",,"52","74","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-27","0.00",,"51","54","47"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-02-28",,,"59","68","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-01",,,"53","68","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-02",,,"55","61","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-03","0.02",,"64","69","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-04","0.51",,"55","69","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-05","0.00",,"54","62","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-06",,,"54","62","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-07","0.01",,"54","60","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-08","0.01",,"54","58","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-09","0.00",,"56","62","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-10",,,"59","67","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-11",,,"59","67","58"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-12","2.60",,"57","62","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-13","0.04",,"55","62","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-14","0.03",,"61","66","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-15","0.03",,"54","66","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-16","0.01",,"52","60","44"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-17","0.00",,"59","72","46"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-18","0.12",,"53","72","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-19","0.00",,"66","72","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-20","0.04",,"64","72","56"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-21","0.28",,"51","67","46"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-22","0.04",,"49","54","46"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-23","0.00",,"57","65","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-24","0.00",,"69","75","57"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-25","0.35",,"62","75","56"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-26","0.02",,"56","64","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-27","0.00",,"57","61","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-28",,,"57","62","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-29","0.02",,"54","62","48"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-30","0.00",,"58","62","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-03-31",,,"56","62","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-01","0.03",,"56","61","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-02","0.00",,"62","72","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-03","0.00",,"64","72","60"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-04",,,"58","67","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-05",,,"55","64","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-06",,,"57","64","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-07",,,"55","64","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-08",,,"58","60","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-09",,,"57","60","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-10",,,"58","62","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-11",,,"49","62","46"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-12",,,"49","52","46"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-13",,,"49","52","48"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-14",,,"52","55","48"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-15",,,"58","61","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-16",,,"59","66","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-17",,,"51","66","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-18",,,"51","54","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-19",,,"53","55","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-20",,,"54","56","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-21",,,"54","56","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-22","1.14",,"57","59","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-23","0.67",,"62","67","57"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-24","0.87",,"56","67","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-25","0.00",,"53","61","46"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-26","0.63",,"60","67","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-27","0.79",,"63","67","56"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-28","0.00",,"58","67","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-29",,,"53","61","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-04-30",,,"57","66","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-05-01",,,"51","66","48"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-05-02","0.43",,"50","54","46"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-05-03","0.20",,"46","53","40"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-05-04","0.00",,"53","62","40"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2014-05-05","1.77",,"58","63","54"
