"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-15",,"52","62","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-16","0.04","55","60","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-17","0.12","51","60","47"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-18","0.00","55","61","45"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-20","0.16","67","73","63"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-21","0.00","69","73","63"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-22","0.08","62","73","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-23","0.00","55","65","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-24",,"56","64","47"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-26","1.06","57","67","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-27","1.97","56","67","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-02-28","0.00","58","63","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-01",,"61","67","58"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-02",,"57","67","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-04","0.31","62","70","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-05","0.00","59","72","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-06","0.47","65","70","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-07","0.94","56","70","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-08","0.00","60","69","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-09","1.30","60","69","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-11",,"62","65","58"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-12",,"64","68","60"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-13","0.47","62","65","60"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-14","0.00","66","75","60"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-15","0.16","64","75","57"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-16","0.16","55","70","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-17","0.04","53","59","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-18","0.00","59","62","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-19","0.20","63","70","59"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-20","0.67","60","70","58"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-21","0.01","56","66","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-22","0.08","51","61","48"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-23","0.00","49","60","44"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-24","2.76","60","67","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-25","1.97","56","67","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-26","0.00","60","65",
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-27",,"53","56","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-28","0.01","54","56","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-29","0.39","49","54","46"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-03-31",,"54","58","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-01","0.04","56","61","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-02","0.04","54","61","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-03","0.00","56","60","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-04","0.03","54","60","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-05","0.00","52","58","48"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-06","0.00","56","57","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-07","0.67","63","65","57"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-08","1.30","58","65","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-09","1.02","50","65","47"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-10","0.00","50","57","43"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-11","0.04","53","65","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-12","0.04","52","59","42"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-13","0.00","61","66","49"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-15","2.05","55","66","45"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-16","0.00","54","61","45"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-17","0.08","56","61","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-18","0.00","54","61","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-19","2.44","60","63","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-20","0.08","58","61","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-21","0.00","55","61","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-22","0.39","54","57","51"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-23","0.03","57","57","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-24","0.02","56","63","55"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-25","0.01","57","65","53"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-26","0.00","43","65",
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-04-29",,"53","60","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-05-01","0.31","54","57","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-05-02","0.02","57","58","54"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-05-03","0.47","45","58","42"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-05-04","0.00","50","55","42"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-05-05","0.04","54","56","50"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-05-06","0.00","55","61","47"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-05-07","0.01","55","60","52"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2017-05-08","0.39","54","60","50"
