"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-01",,"64","79","45"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-02",,"47",,"37"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-03",,"48","59","37"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-04",,"53","65","39"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-05",,"49","65","37"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-06",,"65","80","56"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-07",,"51","80","48"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-08",,"55","70","44"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-09",,"50","70","37"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-10",,"50","67","38"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-07-11",,"46","64","37"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-22",,"60","79","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-23",,"52","79","46"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-24",,"59","75","40"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-25",,"64","81","41"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-26",,"59","81","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-27",,"66","83","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-28",,"69","88","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-29",,"70","89","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-30",,"69","89","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-08-31",,"67","88","48"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-01",,"67","83","48"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-02",,"68","82","46"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-03",,"66","80","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-04",,"63","80","47"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-05",,"71","87","55"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-06",,"68","87","57"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-07",,"72","89","56"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-08",,"69","89","54"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-09",,"70","93","56"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-10","0.04","54",,"52"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-11","0.04","62","73","52"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-12","0.01","69","84","57"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-13","0.00","56","84","50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-14","0.35","55","63","50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-15","0.01","68","83","53"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-16","0.00","80","92","62"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-17",,"54",,"50"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-18","0.08","44","55","43"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-19","1.26","53","67","43"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-20","0.01","65","80","49"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-21","0.00","72","87","54"
"SF003724960","VRYHEID, SF","-27.783","30.8","1163.0","2016-09-22",,"73","90","58"
